cert,name,state,city,method,pe_date,overall,assets_k,inv,svc,file_id,svc_gap,in_old_universe
16810,Farmers and Merchants Bank,NE,MILFORD,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,891915.0,,,2024/16810_240610.PDF,False,False
35568,"American Bank & Trust Company, Inc.",KY,BOWLING GREEN,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,890172.0,,,2025/35568_250813.PDF,False,False
4032,NBC OKLAHOMA,OK,OKLAHOMA CITY,Intermediate Small Bank Evaluation,07/01/2023,Satisfactory,889382.0,,,2023/4032_230227.PDF,False,False
903,Amalgamated Bank of Chicago,IL,CHICAGO,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,887833.0,,,2023/903_230717.PDF,False,False
12591,The Converse County Bank,WY,DOUGLAS,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,887447.0,,,2023/12591_230918.PDF,False,False
58175,Bank of New Jersey,NJ,FORT LEE,Intermediate Small Bank Evaluation,05/01/2018,Satisfactory,887407.0,High Satisfactory,High Satisfactory,2017/58175_171030.PDF,False,False
57425,Sanibel Captiva Community Bank,FL,SANIBEL,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,886730.0,,,2024/57425_240610.PDF,False,False
57920,Prime Alliance Bank,UT,WOODS CROSS,Strategic Plan Evaluation,09/01/2025,Satisfactory,886706.0,,,2025/57920_250527.PDF,False,False
1696,The Farmers Bank,TN,PORTLAND,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,885733.0,,,2025/1696_250127.PDF,False,False
1373,BOM Bank,LA,NATCHITOCHES,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,884021.0,,,2023/1373_230501.PDF,False,False
29009,Liberty Bank for Savings,IL,CHICAGO,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,881478.0,,,2023/29009_230424.PDF,False,False
10344,Schertz Bank & Trust,TX,SCHERTZ,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,880647.0,,,2025/10344_250421.PDF,False,False
11729,CIBM Bank,IL,CHAMPAIGN,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,880452.0,,,2025/11729_250121.PDF,False,False
16858,First American Bank and Trust Company,GA,ATHENS,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,879178.0,,,2025/16858_250428.PDF,False,False
15465,United Southern Bank,FL,UMATILLA,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,873950.0,,,2025/15465_250623.PDF,False,False
31461,Harleysville Bank,PA,HARLEYSVILLE,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,871750.0,,,2025/31461_250609.PDF,False,False
17120,First Security Bank,MS,BATESVILLE,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,870767.0,,,2024/17120_250101.PDF,False,False
26218,Park Bank,WI,MILWAUKEE,Intermediate Small Bank Evaluation,09/01/2018,Satisfactory,869783.0,High Satisfactory,Outstanding,2018/26218_180416.PDF,False,False
27799,William Penn Bank,PA,LEVITTOWN,Intermediate Small Bank Evaluation,03/01/2023,Satisfactory,868598.0,,,2022/27799_221012.PDF,False,False
58509,Frontier Bank of Texas,TX,ELGIN,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,867668.0,,,2024/58509_241125.PDF,False,False
11459,Mid America Bank,MO,JEFFERSON CITY,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,866969.0,,,2023/11459_231211.PDF,False,False
15632,Greenfield Banking Company,IN,GREENFIELD,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,866848.0,,,2024/15632_240513.PDF,False,False
57874,Paragon Bank,TN,MEMPHIS,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,865248.0,,,2025/57874_250915.PDF,False,False
12814,Peoples State Bank,WI,PRAIRIE DU CHIEN,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,864914.0,,,2023/12814_230717.PDF,False,False
9751,21st Century Bank,MN,LORETTO,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,864569.0,,,2025/9751_251117.PDF,False,False
57598,Mainstreet Community Bank of Florida,FL,DELAND,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,864491.0,,,2025/57598_250505.PDF,False,False
14134,Passumpsic Savings Bank,VT,SAINT JOHNSBURY,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,862974.0,,,2024/14134_240205.PDF,False,False
32737,Drummond Community Bank,FL,CHIEFLAND,Intermediate Small Bank Evaluation,09/01/2021,Satisfactory,859431.0,High Satisfactory,High Satisfactory,2021/32737_210419.PDF,False,False
34496,First Commercial Bank (USA),CA,ALHAMBRA,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,855612.0,,,2023/34496_230918.PDF,False,False
57098,Premier Valley Bank,CA,FRESNO,Intermediate Small Bank Evaluation,10/01/2019,Satisfactory,855473.0,High Satisfactory,High Satisfactory,2019/57098_190603.PDF,False,False
1426,Focus Bank,MO,CHARLESTON,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,854995.0,,,2025/1426_250811.PDF,False,False
17282,BankIowa,IA,CEDAR RAPIDS,Intermediate Small Bank Evaluation,11/01/2025,Outstanding,853215.0,,,2025/17282_250630.PDF,False,False
26559,"StonehamBank,  A Co-operative Bank",MA,STONEHAM,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,852858.0,,,2025/26559_250804.PDF,False,False
34599,"The Pitney Bowes Bank, Inc.",UT,SALT LAKE CITY,Strategic Plan Evaluation,07/01/2025,Outstanding,851731.0,,,2025/34599_250303.PDF,False,False
29941,Bogota Savings Bank,NJ,TEANECK,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,850711.0,,,2023/29941_230313.PDF,False,False
19358,Round Top State Bank,TX,ROUND TOP,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,849762.0,,,2023/19358_230828.PDF,False,False
32527,BayVanguard Bank,MD,BALTIMORE,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,849680.0,,,2023/32527_230718.PDF,False,False
7614,The Juniata Valley Bank,PA,MIFFLINTOWN,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,848356.0,,,2025/7614_250303.PDF,False,False
14017,Middletown Valley Bank,MD,MIDDLETOWN,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,845552.0,,,2023/14017_230124.PDF,False,False
12828,"The Farmers Bank, Frankfort, Indiana",IN,FRANKFORT,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,845165.0,,,2023/12828_230725.PDF,False,False
59112,Studio Bank,TN,NASHVILLE,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,843458.0,,,2023/59112_230605.PDF,False,False
34978,Synergy Bank,LA,HOUMA,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,840560.0,,,2023/34978_230620.PDF,False,False
57511,Community First Bank of Indiana,IN,KOKOMO,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,838727.0,,,2025/57511_250414.PDF,False,False
57554,Traditions Bank,AL,CULLMAN,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,838450.0,,,2025/57554_251006.PDF,False,False
57585,Golden State Bank,CA,GLENDALE,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,836818.0,,,2025/57585_250331.PDF,False,False
18519,First Service Bank,AR,GREENBRIER,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,836370.0,,,2025/18519_251006.PDF,False,False
26960,First Bank of the Lake,MO,OSAGE BEACH,Strategic Plan Evaluation,05/01/2024,Outstanding,835982.0,,,2024/26960_240116.PDF,False,False
27394,First Bank & Trust Co.,OK,DUNCAN,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,834983.0,,,2023/27394_230731.PDF,False,False
14769,DMB Community Bank,WI,MADISON,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,831323.0,,,2023/14769_231218.PDF,False,False
9463,Unified Bank,OH,MARTINS FERRY,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,830383.0,,,2024/9463_240701.PDF,False,False
58348,Millennium Bank,IL,DES PLAINES,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,829713.0,,,2025/58348_250804.PDF,False,False
34936,Legends Bank,TN,CLARKSVILLE,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,829056.0,,,2022/34936_221110.PDF,False,False
26634,Mechanics Cooperative Bank,MA,TAUNTON,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,828366.0,,,2025/26634_250505.PDF,False,False
17933,Blue Ridge Bank and Trust Co.,MO,INDEPENDENCE,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,828253.0,,,2025/17933_251117.PDF,False,False
1833,State Bank,IN,BROWNSBURG,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,826123.0,,,2024/1833_240213.PDF,False,False
27601,Inland Northwest Bank,WA,SPOKANE,Intermediate Small Bank Evaluation,07/01/2018,Satisfactory,825975.0,High Satisfactory,Outstanding,2017/27601_171227.PDF,False,False
5676,Brannen Bank,FL,INVERNESS,Intermediate Small Bank Evaluation,08/01/2023,Satisfactory,825604.0,,,2023/5676_230306.PDF,False,False
17739,Plains State Bank,TX,HUMBLE,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,824545.0,,,2024/17739_240513.PDF,False,False
19434,BAC Community Bank,CA,STOCKTON,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,822914.0,,,2025/19434_250115.PDF,False,False
27267,Amerasia Bank,NY,FLUSHING,Intermediate Small Bank Evaluation,04/01/2024,Satisfactory,821002.0,,,2023/27267_231106.PDF,False,False
21074,Texas Bank,TX,HENDERSON,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,820747.0,,,2024/21074_240304.PDF,False,False
1895,Farmers and Merchants Bank,MD,UPPERCO,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,817249.0,,,2025/1895_250708.PDF,False,False
58657,PromiseOne Bank,GA,DULUTH,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,814694.0,,,2025/58657_250825.PDF,False,False
35599,Apollo Bank,FL,MIAMI,Intermediate Small Bank Evaluation,11/01/2020,Satisfactory,813174.0,High Satisfactory,High Satisfactory,2020/35599_200803.PDF,False,False
58716,"Third Coast Bank, SSB",TX,HUMBLE,Intermediate Small Bank Evaluation,03/01/2019,Satisfactory,811340.0,High Satisfactory,High Satisfactory,2018/58716_181105.PDF,False,False
27211,First Community Bank of Tennessee,TN,SHELBYVILLE,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,811253.0,,,2024/27211_250601.PDF,False,False
1720,Western Bank,TX,LUBBOCK,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,811134.0,,,2025/1720_250804.PDF,False,False
13951,Community Bank of Louisiana,LA,MANSFIELD,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,810672.0,,,2024/13951_240422.PDF,False,False
90175,The Bank of Canton,MA,CANTON,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,810561.0,,,2023/90175_230626.PDF,False,False
34076,Illinois Bank & Trust,IL,ROCKFORD,Intermediate Small Bank Evaluation,10/01/2019,Satisfactory,810357.0,High Satisfactory,High Satisfactory,2019/34076_190603.PDF,False,False
340,"The Peoples Bank, Biloxi, Mississippi",MS,BILOXI,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,810028.0,,,2023/340_231113.PDF,False,False
29809,First Savings Bank of Hegewisch,IL,CHICAGO,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,808975.0,,,2023/29809_230710.PDF,False,False
9023,Bank of Charles Town,WV,CHARLES TOWN,Intermediate Small Bank Evaluation,07/01/2024,Outstanding,808630.0,,,2024/9023_240129.PDF,False,False
2829,First Southern State Bank,AL,STEVENSON,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,807004.0,,,2024/2829_240806.PDF,False,False
17588,The First State Bank,TX,LOUISE,Intermediate Small Bank Evaluation,11/01/2023,Satisfactory,806683.0,,,2023/17588_230717.PDF,False,False
29011,Mechanics Bank,OH,MANSFIELD,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,806594.0,,,2024/29011_240401.PDF,False,False
34072,Heritage Bank of Nevada,NV,RENO,Intermediate Small Bank Evaluation,05/01/2018,Satisfactory,804734.0,High Satisfactory,High Satisfactory,2017/34072_171127.PDF,False,False
26627,Bank of the West,TX,GRAPEVINE,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,802927.0,,,2025/26627_250331.PDF,False,False
16221,Reliabank Dakota,SD,ESTELLINE,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,801075.0,,,2023/16221_231016.PDF,False,False
35456,1st Colonial Community Bank,NJ,COLLINGSWOOD,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,800406.0,,,2023/35456_230614.PDF,False,False
34685,People's Bank of Commerce,OR,MEDFORD,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,798653.0,,,2025/34685_250218.PDF,False,False
1497,Security State Bank,TX,PEARSALL,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,798607.0,,,2023/1497_231120.PDF,False,False
10255,The Old Fort Banking Company,OH,OLD FORT,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,798180.0,,,2023/10255_230411.PDF,False,False
2824,FNB Bank,AL,SCOTTSBORO,Intermediate Small Bank Evaluation,05/01/2021,Satisfactory,795734.0,High Satisfactory,Outstanding,2020/2824_201203.PDF,False,False
58307,The First Bank of Greenwich,CT,COS COB,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,795426.0,,,2024/58307_241104.PDF,False,False
35430,OptimumBank,FL,FORT LAUDERDALE,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,791052.0,,,2024/35430_240214.PDF,False,False
1164,The Citizens Bank,NM,FARMINGTON,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,790557.0,,,2024/1164_240422.PDF,False,False
16723,Carolina Bank & Trust Co.,SC,LAMAR,Intermediate Small Bank Evaluation,04/01/2023,Satisfactory,790549.0,,,2022/16723_220926.PDF,False,False
6176,"Pendleton Community Bank, Inc.",WV,FRANKLIN,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,790103.0,,,2025/6176_250804.PDF,False,False
32084,Grand Savings Bank,OK,GROVE,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,789748.0,,,2023/32084_230130.PDF,False,False
14929,West Shore Bank,MI,LUDINGTON,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,789628.0,,,2025/14929_250908.PDF,False,False
58297,Pinnacle Bank,CA,GILROY,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,788825.0,,,2023/58297_230117.PDF,False,False
10214,Vermillion State Bank,MN,VERMILLION,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,788388.0,,,2023/10214_231023.PDF,False,False
10973,Alliance Bank,MN,LAKE CITY,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,784945.0,,,2025/10973_250224.PDF,False,False
57922,Harmony Bank,TX,DALLAS,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,784501.0,,,2025/57922_250303.PDF,False,False
9325,Jonesboro State Bank,LA,JONESBORO,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,783410.0,,,2024/9325_240916.PDF,False,False
19448,BNA Bank,MS,NEW ALBANY,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,780115.0,,,2024/19448_240122.PDF,False,False
14885,First Bank,AK,KETCHIKAN,Intermediate Small Bank Evaluation,12/01/2023,Outstanding,780047.0,,,2023/14885_230724.PDF,False,False
15423,American Bank Of Freedom,MO,WELLSVILLE,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,779764.0,,,2023/15423_231010.PDF,False,False
8283,Lead Bank,MO,KANSAS CITY,Strategic Plan Evaluation,09/01/2023,Satisfactory,778855.0,,,2023/8283_230103.PDF,False,False
22874,Hickory Point Bank and Trust,IL,DECATUR,Intermediate Small Bank Evaluation,11/01/2024,Satisfactory,776806.0,,,2024/22874_240506.PDF,False,False
58483,Pegasus Bank,TX,DALLAS,Intermediate Small Bank Evaluation,02/01/2021,Satisfactory,776213.0,High Satisfactory,Outstanding,2020/58483_200803.PDF,False,False
35497,Quaint Oak Bank,PA,SOUTHAMPTON,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,774147.0,,,2024/35497_241212.PDF,False,False
3031,Points West Community Bank,CO,WINDSOR,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,773310.0,,,2024/3031_240122.PDF,False,False
16243,Bank of Eastern Oregon,OR,HEPPNER,Intermediate Small Bank Evaluation,07/01/2023,Outstanding,770684.0,,,2023/16243_230207.PDF,False,False
27362,Prairie State Bank and Trust,IL,SPRINGFIELD,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,770382.0,,,2024/27362_240729.PDF,False,False
58208,First Freedom Bank,TN,LEBANON,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,769676.0,,,2025/58208_250505.PDF,False,False
90308,Winchester Savings Bank,MA,WINCHESTER,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,769285.0,,,2024/90308_240129.PDF,False,False
58712,Freedom Bank,NJ,MAYWOOD,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,768667.0,,,2025/58712_250218.PDF,False,False
9499,Thread Bank,TN,ROGERSVILLE,Intermediate Small Bank Evaluation,03/01/2026,Satisfactory,767770.0,,,2025/9499_250210.PDF,False,False
18740,Heartland Bank,NE,GENEVA,Intermediate Small Bank Evaluation,09/01/2023,Satisfactory,767127.0,,,2023/18740_230508.PDF,False,False
35151,New Millennium Bank,NJ,FORT LEE,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,766925.0,,,2023/35151_231106.PDF,False,False
4549,CNB St Louis Bank,MO,MAPLEWOOD,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,766648.0,,,2024/4549_240812.PDF,False,False
4048,SpiritBank,OK,TULSA,Intermediate Small Bank Evaluation,02/01/2025,Satisfactory,766232.0,,,2024/4048_241021.PDF,False,False
10334,Oakwood Bank,TX,DALLAS,Intermediate Small Bank Evaluation,05/01/2023,Needs to Improve,765597.0,,,2022/10334_221031.PDF,False,False
21848,Quail Creek Bank,OK,OKLAHOMA CITY,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,765292.0,,,2024/21848_240207.PDF,False,False
13107,"Citizens State Bank of New Castle, Indiana",IN,NEW CASTLE,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,764876.0,,,2023/13107_230124.PDF,False,False
8439,Centennial Bank,TN,TREZEVANT,Intermediate Small Bank Evaluation,09/01/2025,Satisfactory,764009.0,,,2025/8439_250210.PDF,False,False
59099,Endeavor Bank,CA,SAN DIEGO,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,759714.0,,,2025/59099_251103.PDF,False,False
18389,Western Commerce Bank,NM,CARLSBAD,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,759556.0,,,2023/18389_231127.PDF,False,False
27238,Winchester Co-operative Bank,MA,WINCHESTER,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,759172.0,,,2023/27238_230620.PDF,False,False
16111,Highland Bank,MN,SAINT PAUL,Intermediate Small Bank Evaluation,04/01/2025,Satisfactory,759078.0,,,2024/16111_240903.PDF,False,False
8810,The Bank of Delmarva,DE,SEAFORD,Intermediate Small Bank Evaluation,11/01/2019,Satisfactory,759078.0,High Satisfactory,High Satisfactory,2019/08810_190617.PDF,False,False
20250,Marine Bank,IL,SPRINGFIELD,Intermediate Small Bank Evaluation,09/01/2022,Satisfactory,756235.0,High Satisfactory,High Satisfactory,2022/20250_220321.PDF,False,False
14679,Industrial Bank,DC,WASHINGTON,Large Bank Evaluation,08/01/2026,Satisfactory,754310.0,Outstanding,Outstanding,2025/14679_250714.PDF,False,False
12761,F&M Bank,OK,EDMOND,Intermediate Small Bank Evaluation,12/01/2025,Satisfactory,753354.0,,,2025/12761_250728.PDF,False,False
8811,Hebron Savings Bank,MD,HEBRON,Intermediate Small Bank Evaluation,06/01/2025,Satisfactory,753348.0,,,2024/8811_250116.PDF,False,False
8745,First State Bank of Middlebury,IN,MIDDLEBURY,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,752523.0,,,2023/8745_231106.PDF,False,False
22139,Progressive Bank,LA,MONROE,Intermediate Small Bank Evaluation,02/01/2024,Satisfactory,751386.0,,,2023/22139_231010.PDF,False,False
89,Signature Bank of Arkansas,AR,FAYETTEVILLE,Intermediate Small Bank Evaluation,06/01/2021,Satisfactory,749590.0,High Satisfactory,High Satisfactory,2021/89_210111.PDF,False,False
11178,"Transpecos Banks, SSB",TX,PECOS,Intermediate Small Bank Evaluation,05/01/2024,Satisfactory,748433.0,,,2023/11178_231127.PDF,False,False
58121,Triad Bank,MO,FRONTENAC,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,747942.0,,,2023/58121_230710.PDF,False,False
90245,Monson Savings Bank,MA,MONSON,Intermediate Small Bank Evaluation,06/01/2026,Satisfactory,747779.0,,,2025/90245_251201.PDF,False,False
57377,Traditions Bank,PA,YORK,Intermediate Small Bank Evaluation,09/01/2022,Outstanding,747615.0,Outstanding,Outstanding,2021/57377_211025.PDF,False,False
15085,Arthur State Bank,SC,UNION,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,745082.0,,,2023/15085_230508.PDF,False,False
16307,Manufacturers Bank & Trust Company,IA,FOREST CITY,Intermediate Small Bank Evaluation,06/01/2024,Satisfactory,743497.0,,,2024/16307_240118.PDF,False,False
57923,Peach State Bank & Trust,GA,GAINESVILLE,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,743492.0,,,2025/57923_250324.PDF,False,False
88,Generations Bank,AR,ROGERS,Intermediate Small Bank Evaluation,06/01/2023,Satisfactory,743472.0,,,2022/88_221205.PDF,False,False
13565,Bank of Sun Prairie,WI,SUN PRAIRIE,Intermediate Small Bank Evaluation,01/01/2025,Satisfactory,742440.0,,,2024/13565_240812.PDF,False,False
6137,Bank of Botetourt,VA,BUCHANAN,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,741916.0,,,2024/6137_240117.PDF,False,False
13454,Royal Bank,WI,ELROY,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,740410.0,,,2025/13454_250127.PDF,False,False
9620,First Bank,FL,CLEWISTON,Intermediate Small Bank Evaluation,07/01/2025,Satisfactory,739517.0,,,2025/9620_250218.PDF,False,False
9737,Midwest Bank,MN,DETROIT LAKES,Intermediate Small Bank Evaluation,07/01/2024,Satisfactory,737670.0,,,2024/9737_240306.PDF,False,False
9155,Countybank,SC,GREENWOOD,Intermediate Small Bank Evaluation,05/01/2026,Satisfactory,736413.0,,,2025/9155_251117.PDF,False,False
3722,Prospect Bank,IL,PARIS,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,736375.0,,,2023/3722_231016.PDF,False,False
23275,Plumas Bank,CA,QUINCY,Intermediate Small Bank Evaluation,10/01/2018,Satisfactory,736088.0,High Satisfactory,Outstanding,2018/23275_180413.PDF,False,False
19716,First Central State Bank,IA,DEWITT,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,735847.0,,,2025/19716_250804.PDF,False,False
35111,Village Bank,VA,MIDLOTHIAN,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,734665.0,,,2024/35111_240220.PDF,False,False
17937,Franklin Bank & Trust Company,KY,FRANKLIN,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,734488.0,,,2023/17937_231023.PDF,False,False
22964,First Community Bank,TX,SAN BENITO,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,734078.0,,,2025/22964_250505.PDF,False,False
58619,MRV Banks,MO,SAINTE GENEVIEVE,Intermediate Small Bank Evaluation,03/01/2025,Satisfactory,733191.0,,,2024/58619_240422.PDF,False,False
90291,The Savings Bank,MA,WAKEFIELD,Intermediate Small Bank Evaluation,12/01/2023,Satisfactory,731617.0,,,2022/90291_221128.PDF,False,False
12203,Merchants & Marine Bank,MS,PASCAGOULA,Intermediate Small Bank Evaluation,01/01/2026,Satisfactory,729622.0,,,2025/12203_250609.PDF,False,False
34683,Community Bank and Trust of Florida,FL,OCALA,Intermediate Small Bank Evaluation,04/01/2018,Satisfactory,729512.0,High Satisfactory,High Satisfactory,2017/34683_171127.PDF,False,False
22939,Wheatland Bank,WA,SPOKANE,Intermediate Small Bank Evaluation,08/01/2023,Outstanding,728441.0,,,2023/22939_230404.PDF,False,False
21906,PriorityOne  Bank,MS,MAGEE,Intermediate Small Bank Evaluation,08/01/2020,Satisfactory,727401.0,High Satisfactory,Outstanding,2019/21906_191029.PDF,False,False
893,Citizens Bank,TN,CARTHAGE,Intermediate Small Bank Evaluation,10/01/2023,Satisfactory,726776.0,,,2023/893_230424.PDF,False,False
10693,SimplyBank.,TN,DAYTON,Intermediate Small Bank Evaluation,11/01/2022,Satisfactory,723003.0,,,2022/10693_220425.PDF,False,False
9632,Fortress Bank,IL,PEORIA,Intermediate Small Bank Evaluation,12/01/2024,Satisfactory,722150.0,,,2024/9632_240610.PDF,False,False
16666,Itasca Bank & Trust Co.,IL,ITASCA,Intermediate Small Bank Evaluation,01/01/2024,Satisfactory,721575.0,,,2023/16666_230807.PDF,False,False
13264,Bank of Luxemburg,WI,LUXEMBURG,Intermediate Small Bank Evaluation,04/01/2026,Satisfactory,720749.0,,,2025/13264_251201.PDF,False,False
17162,Dairy State Bank,WI,RICE LAKE,Intermediate Small Bank Evaluation,02/01/2026,Satisfactory,720644.0,,,2025/17162_250925.PDF,False,False
13220,The Peoples Bank Co.,OH,COLDWATER,Intermediate Small Bank Evaluation,10/01/2024,Satisfactory,720315.0,,,2024/13220_240513.PDF,False,False
26455,Savers Co-operative Bank,MA,SOUTHBRIDGE,Intermediate Small Bank Evaluation,09/01/2024,Satisfactory,718151.0,,,2024/26455_240311.PDF,False,False
22738,First Utah Bank,UT,SALT LAKE CITY,Intermediate Small Bank Evaluation,08/01/2024,Satisfactory,717616.0,,,2024/22738_240422.PDF,False,False
19101,Harford Bank,MD,ABERDEEN,Intermediate Small Bank Evaluation,08/01/2025,Satisfactory,713432.0,,,2025/19101_250204.PDF,False,False
16659,Northeast Bank,MN,MINNEAPOLIS,Intermediate Small Bank Evaluation,10/01/2023,Outstanding,712829.0,,,2023/16659_230628.PDF,False,False
58018,St. Louis Bank,MO,SAINT LOUIS,Intermediate Small Bank Evaluation,05/01/2023,Satisfactory,712349.0,,,2023/58018_230117.PDF,False,False
15032,First State Bank,MI,EASTPOINTE,Intermediate Small Bank Evaluation,05/01/2019,Satisfactory,711727.0,High Satisfactory,High Satisfactory,2019/15032_190122.PDF,False,False
34384,Premier Bank,IA,ROCK VALLEY,Intermediate Small Bank Evaluation,11/01/2025,Satisfactory,710877.0,,,2025/34384_250707.PDF,False,False
15324,Security Bank & Trust Company,MN,GLENCOE,Intermediate Small Bank Evaluation,03/01/2024,Satisfactory,708993.0,,,2023/15324_231116.PDF,False,False
25158,"Finance Factors, Ltd.",HI,HONOLULU,Intermediate Small Bank Evaluation,03/01/2026,Outstanding,708870.0,,,2025/25158_250826.PDF,False,False
59086,Primary Bank,NH,BEDFORD,Intermediate Small Bank Evaluation,10/01/2025,Satisfactory,708844.0,,,2025/59086_250407.PDF,False,False
12322,Chippewa Valley Bank,WI,HAYWARD,Intermediate Small Bank Evaluation,05/01/2025,Satisfactory,708820.0,,,2024/12322_241209.PDF,False,False
58020,Commerce State Bank,WI,WEST BEND,Intermediate Small Bank Evaluation,05/01/2020,Satisfactory,706816.0,High Satisfactory,Outstanding,2019/58020_191202.PDF,False,False
