FIPS,State,County,GROCPTH16,GROCPTH20,PCH_GROCPTH_16_20,SUPERCPTH16,SUPERCPTH20,PCH_SUPERCPTH_16_20,CONVSPTH16,CONVSPTH20,PCH_CONVSPTH_16_20,SNAPSPTH17,SNAPSPTH23,PCH_SNAPSPTH_17_23,LACCESS_POP15,LACCESS_POP19,PCH_LACCESS_POP_15_19,PCT_LACCESS_POP15,PCT_LACCESS_POP19,PCT_SNAP17,PCT_SNAP22
6081,CA,San Mateo,0.2370013892650604,0.2386892884969711,0.7121895939702583,0.005208821501582861,0.09758567810058594,1773.469422419861,0.1927264034748077,0.1951713562011719,1.268613268489571,0.337693314839061,0.4057010412216187,20.13890266418457,70819.12350218995,75561.03126354405,6.695801258087158,9.857195854187012,10.51721382141113,10.40064266441573,11.66618694212165
6083,CA,Santa Barbara,0.270202100276947,0.2787982821464539,3.181389730389239,0.004503368400037289,0.01573861390352249,249.4853741788518,0.2229167371988297,0.2338308244943619,4.896037611477078,0.5312581352969615,0.5974668264389038,12.46262168884277,46136.98245485323,51901.45204980788,12.49424934387207,10.88405895233154,12.24394035339355,10.40064266441573,11.66618694212165
6085,CA,Santa Clara,0.1804844439029694,0.1751345694065094,-2.964174851177825,0.005704968236386776,0.01835242472589016,221.6919703222329,0.188782587647438,0.1913895606994629,1.380939357020305,0.3873103241419363,0.4262243211269379,10.04724025726318,148010.4442811956,151218.4219331864,2.167399406433105,8.307530403137207,8.487586975097656,10.40064266441573,11.66618694212165
6087,CA,Santa Cruz,0.2586747109889984,0.2408076375722885,-6.90715893656485,0.00364330573938787,0.01481893099844456,306.7440961167964,0.236814871430397,0.2185792326927185,-7.700377357018395,0.5675427182366368,0.5920222401618958,4.313247680664063,54323.16773055751,59253.34441536137,9.075642585754395,20.70384788513184,22.58285331726074,10.40064266441573,11.66618694212165
6089,CA,Shasta,0.1959774196147919,0.2290157377719879,16.85822694376491,0.01679806411266327,0.02234299853444099,33.00936574945954,0.5151406526565552,0.4412742257118225,-14.3390793492626,0.9217008205453137,1.000813841819763,8.583373069763184,37569.59953003153,35907.21597325867,-4.424810409545898,21.19905471801758,20.26103591918945,10.40064266441573,11.66618694212165
6091,CA,Sierra,0.3382949829101563,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.3382949829101563,1.027397274971008,203.6986437495771,1.000333444481494,1.028806567192078,2.846363067626953,2859.05105019572,2859.29686564756,0.008597798645496368,88.24231719970703,88.2499008178711,10.40064266441573,11.66618694212165
6093,CA,Siskiyou,0.4377678334712982,0.323736846446991,-26.04827908896225,0.0230404119938612,-9999.0,-9999.0,0.599050760269165,0.5781015157699585,-3.497073351479207,1.178178611877561,1.634543299674988,38.73476409912109,12806.5027674542,12861.42798131209,0.4288853406906128,28.52227783203125,28.64460563659668,10.40064266441573,11.66618694212165
6095,CA,Solano,0.1640711575746536,0.1633347123861313,-0.4488571906291594,0.01823012717068195,0.02461208030581474,35.00772690931291,0.257500559091568,0.2953449487686157,14.69681844985438,0.5157613063408895,0.596458911895752,15.64630889892578,83561.31672882361,89524.19680607044,7.135933399200439,20.2159252166748,21.65852165222168,10.40064266441573,11.66618694212165
6097,CA,Sonoma,0.2786374688148499,0.2878614366054535,3.310383140442896,0.003980535082519054,0.01633256301283836,310.3107415021805,0.2865985333919525,0.2939861416816711,2.577685308534128,0.5987831958594549,0.6920046806335449,15.5684871673584,75990.73250675735,64338.32080480899,-15.3339900970459,15.70452308654785,13.29639339447021,10.40064266441573,11.66618694212165
6099,CA,Stanislaus,0.2430489808320999,0.225421354174614,-7.252705441156849,0.007421343121677637,0.02181496843695641,193.9490612317223,0.3005643784999847,0.3326782882213593,10.68453616547782,0.824056988605564,0.8803343176841736,6.829300403594971,61495.99345009055,49752.44675557723,-19.0964412689209,11.9536657333374,9.670941352844238,10.40064266441573,11.66618694212165
6101,CA,Sutter,0.219277635216713,0.2282512784004211,4.092365906281104,0.020883584395051,0.03112517483532429,49.04134389257593,0.4176716804504395,0.4668776392936707,11.78101392705506,0.8932759429407059,0.918255090713501,2.796352863311768,33560.26137763733,25089.19062523776,-25.24137306213379,35.42465972900391,26.48299026489258,10.40064266441573,11.66618694212165
6103,CA,Tehama,0.1575597077608109,0.1550531834363937,-1.590840932646453,-9999.0,-9999.0,-9999.0,0.4726791381835938,0.46515953540802,-1.590847187474775,0.9346744673528767,1.145317912101746,22.53655624389648,12879.30808651525,12115.19851604825,-5.932846546173096,20.29419898986816,19.09017562866211,10.40064266441573,11.66618694212165
6105,CA,Trinity,0.7016449570655823,0.5730189681053162,-18.33206205859519,-9999.0,-9999.0,-9999.0,0.6236844062805176,0.8185985684394836,31.25204994644335,1.645815301492381,1.510478973388672,-8.22305679321289,2390.249026775049,2426.811647195065,1.529657363891602,17.33823394775391,17.60345077514648,10.40064266441573,11.66618694212165
6107,CA,Tulare,0.259264349937439,0.238969013094902,-7.828047646131919,0.0087147681042552,0.0213365200906992,144.8317595540048,0.3420546352863312,0.3733890950679779,9.160659306784979,0.960007291103777,0.9504779577255249,-0.9926313757896423,55054.46264782824,49416.38437508327,-10.24091053009033,12.45071887969971,11.17565155029297,10.40064266441573,11.66618694212165
6109,CA,Tuolumne,0.2977907657623291,0.275153636932373,-7.601689317667781,-9999.0,-9999.0,-9999.0,0.465298056602478,0.3118407726287842,-32.98042658811238,0.7388905274541611,0.7637335658073425,3.362208366394043,15384.71968003108,15410.25864718499,0.1660021543502808,27.78780746459961,27.83393669128418,10.40064266441573,11.66618694212165
6111,CA,Ventura,0.1971848607063293,0.207989901304245,5.479650191810492,0.007084486074745655,0.01901621930301189,168.4205897559705,0.232607290148735,0.2222520709037781,-4.451803397191711,0.5072836171975391,0.5641269683837891,11.20543766021729,132338.6871441216,122611.4002641908,-7.350297451019287,16.07382392883301,14.89235019683838,10.40064266441573,11.66618694212165
6113,CA,Yolo,0.2041109800338745,0.1865943372249603,-8.581920877557447,0.009277772158384323,0.02730648778378963,194.3216034801281,0.2597776055335999,0.2366562336683273,-8.900448450042386,0.6750610026956803,0.7414537072181702,9.835067749023438,27310.25475180319,27477.11022563055,0.6109626889228821,13.5974063873291,13.68048191070557,10.40064266441573,11.66618694212165
6115,CA,Yuba,0.1334757059812546,0.1497005969285965,12.1556884288895,0.01334757078438997,-9999.0,-9999.0,0.3069941401481628,0.3118762373924255,1.590290043290876,0.8816796700895309,1.015849709510803,15.21754932403564,12769.73758167571,15486.81513567333,21.27747344970703,17.69764709472656,21.46326065063477,10.40064266441573,11.66618694212165
