rank,county,state,unenrolled_persons,non_enroll_rate,method
3013,Aleutians East Borough,AK,330,0.4080,survey-weighted
3014,Bristol Bay Borough,AK,330,0.4080,survey-weighted
3015,Hoonah-Angoon Census Area,AK,330,0.4080,survey-weighted
3016,Kusilvak Census Area,AK,330,0.4080,survey-weighted
3017,Lake and Peninsula Borough,AK,330,0.4080,survey-weighted
3018,Petersburg Borough,AK,330,0.4080,survey-weighted
3019,Wrangell City and Borough,AK,330,0.4080,survey-weighted
3020,Yakutat City and Borough,AK,330,0.4080,survey-weighted
3021,Tyrrell,NC,329,0.4570,survey-weighted
3022,Jewell,KS,329,0.6513,survey-weighted
3023,Lincoln,KS,329,0.6513,survey-weighted
3024,Aurora,SD,326,0.6127,survey-weighted
3025,Douglas,SD,326,0.6127,survey-weighted
3026,Hanson,SD,326,0.6127,survey-weighted
3027,Jerauld,SD,326,0.6127,survey-weighted
3028,Miner,SD,326,0.6127,survey-weighted
3029,Sanborn,SD,326,0.6127,survey-weighted
3030,Sierra,CA,323,0.7305,MODELED
3031,Adams,ND,322,0.6385,survey-weighted
3032,Billings,ND,322,0.6385,survey-weighted
3033,Divide,ND,322,0.6385,survey-weighted
3034,Dunn,ND,322,0.6385,survey-weighted
3035,Golden Valley,ND,322,0.6385,survey-weighted
3036,Grant,ND,322,0.6385,survey-weighted
3037,Slope,ND,322,0.6385,survey-weighted
3038,Highland,VA,320,0.7200,survey-weighted
3039,Clear Creek,CO,319,0.6966,survey-weighted
3040,Grand Isle,VT,318,0.3959,survey-weighted
3041,Cavalier,ND,315,0.7501,survey-weighted
3042,Armstrong,TX,303,0.6396,survey-weighted
3043,Briscoe,TX,303,0.6396,survey-weighted
3044,Collingsworth,TX,303,0.6396,survey-weighted
3045,Hall,TX,303,0.6396,survey-weighted
3046,Hartley,TX,303,0.6396,survey-weighted
3047,Hemphill,TX,303,0.6396,survey-weighted
3048,Oldham,TX,303,0.6396,survey-weighted
3049,Roberts,TX,303,0.6396,survey-weighted
3050,Sherman,TX,303,0.6396,survey-weighted
3051,Gilliam,OR,298,0.5141,survey-weighted
3052,Sherman,OR,298,0.5141,survey-weighted
3053,Wheeler,OR,298,0.5141,survey-weighted
3054,Worth,MO,272,0.7226,survey-weighted
3055,Chase,KS,266,0.6432,survey-weighted
3056,Chautauqua,KS,266,0.6432,survey-weighted
3057,Elk,KS,266,0.6432,survey-weighted
3058,Oneida,ID,262,0.4814,survey-weighted
3059,Cottle,TX,261,0.5065,survey-weighted
3060,Foard,TX,261,0.5065,survey-weighted
3061,Hardeman,TX,261,0.5065,survey-weighted
3062,Roger Mills,OK,259,0.6150,survey-weighted
3063,Piute,UT,256,0.5334,survey-weighted
3064,Wayne,UT,256,0.5334,survey-weighted
3065,Glascock,GA,254,0.3870,survey-weighted
3066,Taliaferro,GA,254,0.3870,survey-weighted
3067,Arthur,NE,253,0.6666,survey-weighted
3068,Chase,NE,253,0.6666,survey-weighted
3069,Dundy,NE,253,0.6666,survey-weighted
3070,Frontier,NE,253,0.6666,survey-weighted
3071,Furnas,NE,253,0.6666,survey-weighted
3072,Gosper,NE,253,0.6666,survey-weighted
3073,Grant,NE,253,0.6666,survey-weighted
3074,Hayes,NE,253,0.6666,survey-weighted
3075,Hitchcock,NE,253,0.6666,survey-weighted
3076,Hooker,NE,253,0.6666,survey-weighted
3077,Logan,NE,253,0.6666,survey-weighted
3078,McPherson,NE,253,0.6666,survey-weighted
3079,Perkins,NE,253,0.6666,survey-weighted
3080,Thomas,NE,253,0.6666,survey-weighted
3081,Craig,VA,248,0.5656,survey-weighted
3082,Eddy,ND,246,0.7257,survey-weighted
3083,Emmons,ND,246,0.7257,survey-weighted
3084,Foster,ND,246,0.7257,survey-weighted
3085,Griggs,ND,246,0.7257,survey-weighted
3086,Kidder,ND,246,0.7257,survey-weighted
3087,Logan,ND,246,0.7257,survey-weighted
3088,McIntosh,ND,246,0.7257,survey-weighted
3089,Towner,ND,246,0.7257,survey-weighted
3090,Esmeralda,NV,242,0.4821,survey-weighted
3091,Eureka,NV,242,0.4821,survey-weighted
3092,Pershing,NV,242,0.4821,survey-weighted
3093,Falls Church city,VA,240,0.6714,survey-weighted
3094,Norton city,VA,239,0.3329,survey-weighted
3095,Harding,SD,238,0.4803,survey-weighted
3096,Perkins,SD,238,0.4803,survey-weighted
3097,Alpine,CA,231,0.6346,MODELED
3098,Carter,MT,212,0.5610,survey-weighted
3099,Daniels,MT,212,0.5610,survey-weighted
3100,Fallon,MT,212,0.5610,survey-weighted
3101,Garfield,MT,212,0.5610,survey-weighted
3102,McCone,MT,212,0.5610,survey-weighted
3103,Powder River,MT,212,0.5610,survey-weighted
3104,Prairie,MT,212,0.5610,survey-weighted
3105,Treasure,MT,212,0.5610,survey-weighted
3106,Wibaux,MT,212,0.5610,survey-weighted
3107,Pawnee,NE,210,0.6305,survey-weighted
3108,Kent,TX,208,0.4798,survey-weighted
3109,Shackelford,TX,208,0.4798,survey-weighted
3110,Stonewall,TX,208,0.4798,survey-weighted
3111,Throckmorton,TX,208,0.4798,survey-weighted
3112,Dolores,CO,205,0.6100,survey-weighted
3113,Hinsdale,CO,205,0.6100,survey-weighted
3114,San Juan,CO,205,0.6100,survey-weighted
3115,Cheyenne,CO,203,0.4516,survey-weighted
3116,Kiowa,CO,203,0.4516,survey-weighted
3117,Sedgwick,CO,203,0.4516,survey-weighted
3118,Burke,ND,197,0.6583,survey-weighted
3119,Oliver,ND,197,0.6583,survey-weighted
3120,Renville,ND,197,0.6583,survey-weighted
3121,Sheridan,ND,197,0.6583,survey-weighted
3122,Banner,NE,188,0.5277,survey-weighted
3123,Boyd,NE,188,0.5277,survey-weighted
3124,Brown,NE,188,0.5277,survey-weighted
3125,Deuel,NE,188,0.5277,survey-weighted
3126,Garden,NE,188,0.5277,survey-weighted
3127,Keya Paha,NE,188,0.5277,survey-weighted
3128,Kimball,NE,188,0.5277,survey-weighted
3129,Morrill,NE,188,0.5277,survey-weighted
3130,Rock,NE,188,0.5277,survey-weighted
3131,Sioux,NE,188,0.5277,survey-weighted
3132,Blaine,NE,185,0.8145,survey-weighted
3133,Garfield,NE,185,0.8145,survey-weighted
3134,Greeley,NE,185,0.8145,survey-weighted
3135,Loup,NE,185,0.8145,survey-weighted
3136,Sherman,NE,185,0.8145,survey-weighted
3137,Wheeler,NE,185,0.8145,survey-weighted
3138,Wahkiakum,WA,183,0.4615,survey-weighted
3139,Gilpin,CO,160,0.6966,survey-weighted
3140,Storey,NV,158,0.4285,survey-weighted
3141,Nelson,ND,157,0.7501,survey-weighted
3142,Steele,ND,157,0.7501,survey-weighted
3143,Jackson,CO,136,1.0000,survey-weighted
