geoid,county,state,pop_poverty_universe,pop_under_130_fpl,pop_under_200_fpl,snap_hh,poor_hh,eligible_unenrolled,method
06111,"Ventura County, CA",CA,827795,104231,188206,23939.0,25225.0,14406,FNS state total allocated by share of under-130% FPL population
48355,"Nueces County, TX",TX,345578,78557,126420,22892.0,22068.0,14006,FNS state total allocated by share of under-130% FPL population
05143,"Washington County, AR",AR,247448,49576,85320,5413.0,13390.0,13946,FNS state total allocated by share of under-130% FPL population
48479,"Webb County, TX",TX,266254,78136,125521,19282.0,17776.0,13931,FNS state total allocated by share of under-130% FPL population
24033,"Prince George's County, MD",MD,937096,130282,216040,42353.0,35546.0,13839,FNS state total allocated by share of under-130% FPL population
47037,"Davidson County, TN",TN,693756,129912,207451,26860.0,41807.0,13816,FNS state total allocated by share of under-130% FPL population
48027,"Bell County, TX",TX,376070,76849,130166,18429.0,20069.0,13702,FNS state total allocated by share of under-130% FPL population
12127,"Volusia County, FL",FL,562647,94380,170019,29057.0,28107.0,13683,FNS state total allocated by share of under-130% FPL population
12101,"Pasco County, FL",FL,603563,94078,170109,25322.0,28280.0,13639,FNS state total allocated by share of under-130% FPL population
12009,"Brevard County, FL",FL,624135,90014,161289,24283.0,25572.0,13050,FNS state total allocated by share of under-130% FPL population
45051,"Horry County, SC",SC,375755,70683,120627,11900.0,19863.0,12632,FNS state total allocated by share of under-130% FPL population
48303,"Lubbock County, TX",TX,306150,70467,111958,13478.0,21905.0,12564,FNS state total allocated by share of under-130% FPL population
28049,"Hinds County, MS",MS,209895,62272,94618,13226.0,19456.0,12148,FNS state total allocated by share of under-130% FPL population
18097,"Marion County, IN",IN,958028,198816,333669,49932.0,58215.0,12039,FNS state total allocated by share of under-130% FPL population
45083,"Spartanburg County, SC",SC,340020,67279,117843,14389.0,19112.0,12023,FNS state total allocated by share of under-130% FPL population
24005,"Baltimore County, MD",MD,831275,112316,192768,37563.0,33173.0,11930,FNS state total allocated by share of under-130% FPL population
06083,"Santa Barbara County, CA",CA,423298,84704,131431,16287.0,19709.0,11707,FNS state total allocated by share of under-130% FPL population
12097,"Osceola County, FL",FL,423945,80555,151967,24572.0,18253.0,11679,FNS state total allocated by share of under-130% FPL population
12083,"Marion County, FL",FL,390908,80135,143539,21760.0,23519.0,11618,FNS state total allocated by share of under-130% FPL population
48041,"Brazos County, TX",TX,223745,64729,91226,7858.0,21501.0,11541,FNS state total allocated by share of under-130% FPL population
24031,"Montgomery County, MD",MD,1057024,106133,184673,28972.0,28631.0,11273,FNS state total allocated by share of under-130% FPL population
36029,"Erie County, NY",NY,927487,174242,269775,63474.0,57098.0,11243,FNS state total allocated by share of under-130% FPL population
51059,"Fairfax County, VA",VA,1136737,94051,159026,17970.0,23076.0,11172,FNS state total allocated by share of under-130% FPL population
48245,"Jefferson County, TX",TX,238359,62206,92649,16008.0,18098.0,11091,FNS state total allocated by share of under-130% FPL population
45019,"Charleston County, SC",SC,409940,60538,101077,11493.0,19989.0,10819,FNS state total allocated by share of under-130% FPL population
04021,"Pinal County, AZ",AZ,451304,70072,128234,17512.0,17718.0,10719,FNS state total allocated by share of under-130% FPL population
06053,"Monterey County, CA",CA,420883,77367,138156,12764.0,15708.0,10693,FNS state total allocated by share of under-130% FPL population
13121,"Fulton County, GA",GA,1046637,169968,271015,53763.0,57308.0,10692,FNS state total allocated by share of under-130% FPL population
48491,"Williamson County, TX",TX,667407,58994,108498,11096.0,16202.0,10518,FNS state total allocated by share of under-130% FPL population
20173,"Sedgwick County, KS",KS,519191,97360,161914,19278.0,27539.0,10505,FNS state total allocated by share of under-130% FPL population
48309,"McLennan County, TX",TX,256700,58389,90607,11783.0,16579.0,10410,FNS state total allocated by share of under-130% FPL population
01073,"Jefferson County, AL",AL,650069,135042,218047,38255.0,40745.0,10286,FNS state total allocated by share of under-130% FPL population
21067,"Fayette County, KY",KY,311423,62105,99583,11918.0,20513.0,10246,FNS state total allocated by share of under-130% FPL population
06047,"Merced County, CA",CA,285864,73056,119996,18102.0,16320.0,10097,FNS state total allocated by share of under-130% FPL population
12001,"Alachua County, FL",FL,268068,68991,99808,10714.0,23971.0,10002,FNS state total allocated by share of under-130% FPL population
49049,"Utah County, UT",UT,689427,85306,160275,8173.0,17999.0,9889,FNS state total allocated by share of under-130% FPL population
05007,"Benton County, AR",AR,300159,34636,69491,4337.0,8554.0,9743,FNS state total allocated by share of under-130% FPL population
48167,"Galveston County, TX",TX,352806,54377,93600,14723.0,17880.0,9695,FNS state total allocated by share of under-130% FPL population
34013,"Essex County, NJ",NJ,843895,164003,255122,47471.0,51078.0,9559,FNS state total allocated by share of under-130% FPL population
13135,"Gwinnett County, GA",GA,972805,151361,268822,25467.0,32731.0,9522,FNS state total allocated by share of under-130% FPL population
12073,"Leon County, FL",FL,279233,64922,98929,14294.0,22318.0,9412,FNS state total allocated by share of under-130% FPL population
06081,"San Mateo County, CA",CA,736087,66272,109988,13399.0,17036.0,9160,FNS state total allocated by share of under-130% FPL population
12081,"Manatee County, FL",FL,424960,62620,111049,13315.0,17739.0,9079,FNS state total allocated by share of under-130% FPL population
12033,"Escambia County, FL",FL,307204,62388,105127,19304.0,18366.0,9045,FNS state total allocated by share of under-130% FPL population
28047,"Harrison County, MS",MS,205627,46068,78001,12489.0,14316.0,8987,FNS state total allocated by share of under-130% FPL population
12111,"St. Lucie County, FL",FL,356386,61083,110370,16751.0,16162.0,8856,FNS state total allocated by share of under-130% FPL population
13089,"DeKalb County, GA",GA,753374,140469,225763,36708.0,35725.0,8837,FNS state total allocated by share of under-130% FPL population
47093,"Knox County, TN",TN,481020,81437,138955,17979.0,25666.0,8660,FNS state total allocated by share of under-130% FPL population
36103,"Suffolk County, NY",NY,1502720,133696,230880,36965.0,34831.0,8627,FNS state total allocated by share of under-130% FPL population
45063,"Lexington County, SC",SC,302119,47990,85024,11870.0,13759.0,8576,FNS state total allocated by share of under-130% FPL population
16001,"Ada County, ID",ID,505759,58152,109583,10389.0,17459.0,8547,FNS state total allocated by share of under-130% FPL population
12117,"Seminole County, FL",FL,476338,58414,114038,17186.0,16783.0,8469,FNS state total allocated by share of under-130% FPL population
06095,"Solano County, CA",CA,442305,60686,99142,17882.0,16277.0,8388,FNS state total allocated by share of under-130% FPL population
36055,"Monroe County, NY",NY,728971,128660,205151,47855.0,42441.0,8302,FNS state total allocated by share of under-130% FPL population
12021,"Collier County, FL",FL,394172,56836,97700,9273.0,16276.0,8240,FNS state total allocated by share of under-130% FPL population
05131,"Sebastian County, AR",AR,126925,29176,48487,6031.0,8722.0,8207,FNS state total allocated by share of under-130% FPL population
05031,"Craighead County, AR",AR,109452,29074,43474,5240.0,8297.0,8179,FNS state total allocated by share of under-130% FPL population
12115,"Sarasota County, FL",FL,450793,54478,101148,11108.0,18660.0,7898,FNS state total allocated by share of under-130% FPL population
34017,"Hudson County, NJ",NJ,710001,135199,212014,44096.0,43956.0,7880,FNS state total allocated by share of under-130% FPL population
06097,"Sonoma County, CA",CA,478922,56979,97826,15299.0,17032.0,7875,FNS state total allocated by share of under-130% FPL population
12069,"Lake County, FL",FL,408090,53882,103713,15818.0,16026.0,7812,FNS state total allocated by share of under-130% FPL population
48039,"Brazoria County, TX",TX,377608,43615,80846,10824.0,10194.0,7776,FNS state total allocated by share of under-130% FPL population
48209,"Hays County, TX",TX,260378,42672,71869,5032.0,12897.0,7608,FNS state total allocated by share of under-130% FPL population
36119,"Westchester County, NY",NY,978043,117301,188730,34921.0,37934.0,7569,FNS state total allocated by share of under-130% FPL population
45007,"Anderson County, SC",SC,207177,40797,69465,8864.0,12405.0,7291,FNS state total allocated by share of under-130% FPL population
48423,"Smith County, TX",TX,234771,40834,72507,7560.0,9507.0,7280,FNS state total allocated by share of under-130% FPL population
04015,"Mohave County, AZ",AZ,215691,47559,80709,13386.0,16205.0,7275,FNS state total allocated by share of under-130% FPL population
04027,"Yuma County, AZ",AZ,203814,47283,83330,14530.0,12517.0,7233,FNS state total allocated by share of under-130% FPL population
06007,"Butte County, CA",CA,203191,50257,75200,13346.0,15142.0,6946,FNS state total allocated by share of under-130% FPL population
05045,"Faulkner County, AR",AR,122204,24473,41342,3499.0,7390.0,6884,FNS state total allocated by share of under-130% FPL population
01097,"Mobile County, AL",AL,404346,89850,152169,27937.0,26891.0,6844,FNS state total allocated by share of under-130% FPL population
47065,"Hamilton County, TN",TN,367137,63344,100437,14488.0,19215.0,6736,FNS state total allocated by share of under-130% FPL population
06025,"Imperial County, CA",CA,173150,48458,80395,14225.0,9862.0,6698,FNS state total allocated by share of under-130% FPL population
02020,"Anchorage Municipality, AK",AK,282595,35552,60314,9473.0,8900.0,6694,FNS state total allocated by share of under-130% FPL population
29095,"Jackson County, MO",MO,709791,133865,225296,31623.0,43358.0,6653,FNS state total allocated by share of under-130% FPL population
36059,"Nassau County, NY",NY,1370579,102856,178741,22835.0,28181.0,6637,FNS state total allocated by share of under-130% FPL population
29189,"St. Louis County, MO",MO,972716,129198,218205,33196.0,41309.0,6421,FNS state total allocated by share of under-130% FPL population
48135,"Ector County, TX",TX,162467,35211,57732,8102.0,10488.0,6278,FNS state total allocated by share of under-130% FPL population
15001,"Hawaii County, HI",HI,202960,38705,61759,13197.0,11888.0,6259,FNS state total allocated by share of under-130% FPL population
51810,"Virginia Beach city, VA",VA,448158,52513,94608,11892.0,15599.0,6238,FNS state total allocated by share of under-130% FPL population
04025,"Yavapai County, AZ",AZ,241492,40575,68579,9130.0,13478.0,6207,FNS state total allocated by share of under-130% FPL population
05051,"Garland County, AR",AR,98780,21976,37717,3945.0,6855.0,6182,FNS state total allocated by share of under-130% FPL population
06113,"Yolo County, CA",CA,212568,44261,64655,10072.0,12797.0,6117,FNS state total allocated by share of under-130% FPL population
06079,"San Luis Obispo County, CA",CA,267830,44098,67449,8972.0,13169.0,6095,FNS state total allocated by share of under-130% FPL population
51760,"Richmond city, VA",VA,219610,51168,79383,15789.0,17851.0,6078,FNS state total allocated by share of under-130% FPL population
45091,"York County, SC",SC,289439,34007,63949,7393.0,10633.0,6077,FNS state total allocated by share of under-130% FPL population
27053,"Hennepin County, MN",MN,1245143,165124,262423,43784.0,54431.0,5945,FNS state total allocated by share of under-130% FPL population
45015,"Berkeley County, SC",SC,242190,33247,61928,6615.0,9150.0,5942,FNS state total allocated by share of under-130% FPL population
13067,"Cobb County, GA",GA,764550,93246,159791,18374.0,25170.0,5866,FNS state total allocated by share of under-130% FPL population
45003,"Aiken County, SC",SC,171557,32468,54414,7543.0,10162.0,5802,FNS state total allocated by share of under-130% FPL population
45041,"Florence County, SC",SC,134047,31953,49375,8488.0,9669.0,5710,FNS state total allocated by share of under-130% FPL population
18089,"Lake County, IN",IN,494110,93910,148937,25127.0,28111.0,5687,FNS state total allocated by share of under-130% FPL population
06039,"Madera County, CA",CA,154275,41040,65721,9864.0,7752.0,5672,FNS state total allocated by share of under-130% FPL population
16027,"Canyon County, ID",ID,246545,38409,74435,7423.0,8379.0,5645,FNS state total allocated by share of under-130% FPL population
34023,"Middlesex County, NJ",NJ,845639,96577,160486,24330.0,27245.0,5629,FNS state total allocated by share of under-130% FPL population
37119,"Mecklenburg County, NC",NC,1136222,166274,286299,40445.0,46316.0,5589,FNS state total allocated by share of under-130% FPL population
48375,"Potter County, TX",TX,109370,31339,49413,6211.0,8199.0,5588,FNS state total allocated by share of under-130% FPL population
34029,"Ocean County, NJ",NJ,647270,93473,162107,15692.0,22900.0,5448,FNS state total allocated by share of under-130% FPL population
28059,"Jackson County, MS",MS,143668,27914,49653,5291.0,8538.0,5445,FNS state total allocated by share of under-130% FPL population
06061,"Placer County, CA",CA,415629,38926,66427,9051.0,11831.0,5380,FNS state total allocated by share of under-130% FPL population
51710,"Norfolk city, VA",VA,214071,45249,71888,16170.0,14447.0,5375,FNS state total allocated by share of under-130% FPL population
32003,"Clark County, NV",NV,2307841,421458,725401,117447.0,110347.0,5373,FNS state total allocated by share of under-130% FPL population
36067,"Onondaga County, NY",NY,449426,83265,129071,28395.0,26265.0,5373,FNS state total allocated by share of under-130% FPL population
51153,"Prince William County, VA",VA,483038,44841,83726,9124.0,9211.0,5327,FNS state total allocated by share of under-130% FPL population
34031,"Passaic County, NJ",NJ,513261,91214,152638,34016.0,24664.0,5316,FNS state total allocated by share of under-130% FPL population
06087,"Santa Cruz County, CA",CA,253688,38395,61713,9588.0,10854.0,5307,FNS state total allocated by share of under-130% FPL population
21227,"Warren County, KY",KY,134893,31747,50621,7118.0,9299.0,5238,FNS state total allocated by share of under-130% FPL population
05145,"White County, AR",AR,74861,18577,30571,3417.0,5159.0,5226,FNS state total allocated by share of under-130% FPL population
