puma_code,puma_raw,est_eligible_households,est_eligible_population,n_sample_households,est_non_enrollment_rate,observed_non_enrollment_rate,ci95_lo,ci95_hi,model_confidence,top_predictive_features,model_auc_cv5,model_version,acs_vintage
0607508,7508,3496.0,5562.0,37,0.7204,0.6782,0.6095,0.7981,0.8114,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607509,7509,12477.0,18395.0,115,0.4863,0.4921,0.4426,0.5367,0.9059,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607510,7510,5609.0,9849.0,40,0.5637,0.3758,0.462,0.6771,0.7849,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607511,7511,6149.0,11816.0,56,0.6701,0.6795,0.582,0.7482,0.8338,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607512,7512,4303.0,7191.0,39,0.6635,0.6186,0.5826,0.7491,0.8335,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607513,7513,5676.0,10747.0,48,0.6176,0.5056,0.5215,0.7146,0.8069,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607514,7514,6438.0,8531.0,57,0.5657,0.6019,0.4819,0.6551,0.8268,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607705,7705,10264.0,25506.0,86,0.6019,0.7076,0.5399,0.6667,0.8732,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607706,7706,10260.0,27426.0,92,0.4946,0.4882,0.4381,0.5625,0.8755,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607707,7707,1811.0,5154.0,22,0.6433,0.6659,0.5079,0.7511,0.7568,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607708,7708,6924.0,23592.0,70,0.6716,0.6743,0.6107,0.7265,0.8843,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607709,7709,5568.0,13911.0,40,0.6773,0.6232,0.5467,0.7926,0.754,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607901,7901,10439.0,22770.0,99,0.693,0.7096,0.6261,0.7431,0.883,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0607902,7902,4502.0,10629.0,48,0.7092,0.7177,0.6421,0.768,0.8742,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0608101,8101,3586.0,6926.0,40,0.7221,0.8313,0.6612,0.7917,0.8695,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0608102,8102,3316.0,7316.0,36,0.635,0.6086,0.4923,0.7989,0.6934,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0608103,8103,3445.0,6513.0,30,0.689,0.9286,0.5414,0.8003,0.7411,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
0608104,8104,4712.0,9060.0,49,0.7697,0.8635,0.6694,0.8493,0.8201,GRNTP;any_pap;householder_age;n_disabled;HHT,0.8011,ca-snap-gap-v0.1.0,2023 1-Year PUMS
